Spambase-460 58 91
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000741565 0 
0 0 0.131653 0 0.095 0.291925 0 0 0 0 0 0.0747218 0 0 0 0 0 0 0.0855086 0 0 0 0 0 0 0.0611183 0.0188 0 0 0 0 0 0 0 0 0 0 0.608974 0 0 0 0.0329132 0 0 0 0 0 0 0 0.017092 0 0 0 0 0.00132733 0.00525526 0.0179829 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.394018 0.394018 0.1212 0.698157 0.212185 0.698157 0.698157 0.698157 0 0.698157 0.698157 0.698157 0 0 0 0.698157 0 0 0 0 0 0 0 0 0 0.210723 0 0 0 0 0.00262763 0.00750751 0.00593252 0 
0 0 0 0 0.054 0.335404 0 0 0 0 0 0.173291 0 0 0 0 0 0 0.146715 0 0.0675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0378151 0 0 0 0 0 0 0.0752769 0.0465933 0 0 0 0 0 0 0.00241009 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2775 0 0 0 0 0 0 0 0 0 0.00107207 0.00375375 0.0020393 0 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.052 0 0 0 0 0.0463592 0 0.0356436 0.0599092 0 0.00428979 0.018018 0.0148313 1 
0 0 0.0392157 0 0.028 0 0.0192572 0 0 0 0.07 0.0222576 0 0 0 0 0 0 0.257426 0.3424 0.25 0.289355 0.0595745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.007 0 0 0 0 0.0112386 0 0.0433843 0.0217852 0.267692 0.00786486 0.027027 0.22766 1 
0.0175 0.00210084 0.0504202 0 0.01 0.0186335 0 0 0.170213 0 0 0.0158983 0 0 0 0 0 0.00592885 0.0126013 0 0.0125 0 0 0 0.0305592 0.0650195 0.0012 0 0 0 0 0 0.103967 0 0 0 0.0464441 0 0 0 0.00980392 0 0 0 0 0 0 0 0.0473313 0.0346523 0.0214198 0 0.00302572 0 0.00335285 0.0487988 0.256952 0 
0 0 0.736695 0 0 0 0 0 0 0 0 0.418124 0 0 0 0 0 0 0.236724 0 0 0 0 0 0.171001 0.342003 0.1052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00129774 0 
0 0 0.145658 0 0.013 0 0 0 0 0 0 0.352941 0.117117 0.0234234 0 0 0.0253906 0 0.0117012 0 0.01625 0 0.0553191 0 0.135891 0 0 0 0 0 0 0 0.106703 0 0 0.0599078 0.0377358 0 0 0 0 0 0 0 0 0 0 0 0.00453172 0.017092 0 0 0 0 0.00233634 0.0165165 0.0585836 0 
0.1475 0.00630252 0.0252101 0 0.029 0.0559006 0 0.189103 0.251064 0.511002 0.145 0.0143084 0.0522523 0 0.168831 0.0122449 0.154297 0.0770751 0.287129 0.0144 0.21125 0 0.591489 0.22449 0 0 0 0 0 0 0 0 0 0 0 0.0207373 0 0 0.00810081 0 0 0 0 0 0.0095 0 0 0 0.0110775 0.0182627 0 0.060126 0.0402421 0.00676923 0.0217613 0.878378 0.470894 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.604681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00333634 0.00600601 0.00519095 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0918092 0 0.1275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.653846 0 0 0 0.0714286 0 0 0 0 0 0 0 0 0 0 0.0429652 0 0.00128679 0.00675676 0.011865 0 
0 0.0294118 0 0 0.042 0.26087 0 0 0 0 0 0 0 0 0 0.0571429 0 0.083004 0.378038 0 0 0 0.178723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021 0 0 0 0 0.018731 0 0.115932 0.0487141 0 0.00228529 0.00975976 0.020393 1 
0 0 0.0392157 0 0.029 0 0 0 0 0 0 0.141494 0 0 0 0.0190476 0 0 0 0 0 0 0.0595745 0 0 0 0 0 0 0 0 0 0.0601915 0 0 0.0668203 0 0 0 0 0 0 0 0 0 0 0 0 0.00553877 0.0156872 0 0 0.00665658 0 0.00184234 0.00750751 0.0543196 1 
0 0 0 0 0 0 0 0 0 0 0 0.136725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.124819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000888889 0.00525526 0.00778643 0 
0.0725 0.0133053 0.190476 0 0 0.360248 0 0.185897 0.246809 0.188264 0 0.0922099 0.0684685 0 0.419913 0 0.0371094 0.288538 0.157516 0.0608 0.09625 0 0.246809 0.154195 0 0 0 0 0 0 0 0 0 0 0.0207373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00796066 0 0.10243 0.0626324 0.0209231 0.0166126 0.518018 0.31294 1 
0.01 0.00560224 0.0672269 0 0.004 0.0993789 0 0.0128205 0.0680851 0.127139 0.04 0.165342 0 0 0 0.0326531 0.0078125 0 0.0612061 0 0.11 0 0.0170213 0 0.114434 0.0780234 0 0.0368664 0 0 0.0368664 0 0 0 0.0829493 0 0.0348331 0.025641 0 0 0 0.00280112 0 0 0.002 0 0 0 0.00730111 0.0332475 0 0.0127813 0.0214826 0.00676923 0.00147598 0.0165165 0.252132 0 
0 0.333333 0 0 0 0 0 0 0 0.290954 0 0 0 0 0 0 0 0.470356 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00634384 0.0277778 0.029848 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0012012 0.003003 0.00148313 0 
0 0 0 0 0.294 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.109768 0.102084 0 0.157156 0 0 0.00471772 0.00825826 0.00519095 1 
