Spambase-460 58 96
0 0 0 0 0.049 0 0.134801 0 0.208511 0 0 0 0 0 0 0 0 0 0.132313 0 0.3075 0 0.208511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137255 0 0 0 0 0 0 0.109108 0 0 0 0 0.00206156 0.00825826 0.0363367 1 
0 0 0 0 0 0 0 0 0 0 0 0.176471 0 0 0 0 0 0 0 0 0 0 0 0 0.288687 0.215865 0 0.25576 0 0 0 0 0 0 0.25576 0 0.0798258 0 0 0 0 0 0 0.0330132 0 0 0 0 0 0 0 0 0 0 0.00152853 0.00825826 0.0196515 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000741565 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.270481 0.540962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00107207 0.00375375 0.004264 0 
0.065 0.0035014 0.406162 0 0.037 0.0621118 0 0 0.0425532 0.0244499 0.105 0.170111 0 0 0 0 0 0 0.30423 0 0.17375 0 0 0.0725624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0025 0 0 0 0 0.0177944 0 0.0471647 0.0562784 0.0153846 0.0162057 0.216216 0.42399 1 
0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00375375 0.00600601 0.00370782 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144218 0 0 0.0954095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106 0.148459 0 0 0 0.0327792 0 0 0 0 0.00243994 0.0345345 0.0153875 0 
0 0 0 0 0 0 0 0 0 0.132029 0 0 0 0 0 0 0 0 0.145815 0 0 0 0 0 0.105332 0.140442 0.0432 0.373272 0.0378151 0.124424 0.124424 0.124424 0 0.124424 0.124424 0.124424 0.0783745 0 0 0.124424 0 0 0.151261 0 0.027 0 0 0 0 0.130883 0 0 0 0 0.00306156 0.00900901 0.0285502 0 
0 0 0.0812325 0 0.059 0.180124 0.03989 0 0.123404 0.435208 0 0.141494 0 0 0 0 0.115234 0.0573123 0.374437 0 0.11125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0320768 0 0.00810081 0.0136157 0 0.0168168 0.121622 0.0902855 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0020015 0.003003 0.00111235 0 
