sonar 61 103
0.457227 0.301329 0.14389 0.0653828 0.0299265 0.311207 0.265693 0.410805 0.486747 0.541542 0.621721 0.790739 0.766086 0.419717 0.303039 0.338897 0.375712 0.363636 0.503471 0.700128 0.757799 0.85298 0.860973 0.921729 1 0.962771 0.981301 0.728283 0.407265 0.245552 0.304959 0.369131 0.312192 0.280975 0.065562 0.367339 0.469932 0.322866 0.152435 0.111656 0.0995947 0.313187 0.576878 0.608864 0.46389 0.195145 0.0706266 0.121593 0.156991 0.104242 0.153386 0.0570613 0.0519481 0.225146 0.14966 0.233333 0.235795 0.187643 0.107438 0.103926 1 
0.0744838 0.316331 0.115637 0.0397052 0.00228253 0.119054 0.291396 0.223594 0.241818 0.308594 0.40862 0.387749 0.355981 0.209756 0.186378 0.165785 0.201948 0.347013 0.602672 0.706764 0.782251 0.800123 0.795168 0.915275 0.931045 0.951757 1 0.981268 0.866477 0.614467 0.383106 0.318805 0.247611 0.23328 0.214585 0.118952 0.0373934 0.0330664 0.112587 0.14793 0.00903301 0.0504274 0.19087 0.224427 0.221069 0.226413 0.213872 0.215633 0.162039 0.0678788 0.201195 0.189729 0.254545 0.263158 0.0634921 0.0564103 0.0965909 0.0938215 0.15427 0.0669746 1 
0.0560472 0.088727 0.0627464 0.106277 0.149632 0.18624 0.253517 0.180154 0.098919 0.103532 0.182901 0.0970106 0.0179934 0.163246 0.294714 0.190311 0.0948088 0.132987 0.122765 0.153574 0.189503 0.433596 0.643319 0.68579 0.760553 0.802401 0.689988 0.748868 0.742898 0.615106 0.47564 0.328466 0.512339 0.903975 0.854045 0.669153 0.338399 0.28772 0.245731 0.270261 0.275854 0.43199 0.566662 0.316929 0.107762 0.0256445 0.144332 0.224019 0.18526 0.187879 0.298805 0.148359 0.277922 0.269006 0.0453515 0.238462 0.269886 0.0915332 0.192837 0.235566 0 
0.144543 0.134162 0.131406 0.0542083 0.0136952 0.0902983 0.342532 0.294377 0.091811 0.0650651 0.0822345 0.248974 0.186267 0.164793 0.19691 0.317627 0.674749 0.565091 0.211025 0.115368 0.300485 0.548921 0.638868 0.693884 0.805225 0.878951 0.868158 0.782524 0.870637 0.933525 0.919673 0.798023 0.667332 0.784102 0.899458 1 0.959108 0.728398 0.58444 0.429194 0.307933 0.277778 0.379025 0.296058 0.33992 0.261931 0.198479 0.0898473 0.08632 0.464242 0.0527888 0.116976 0.0961039 0.418129 0.226757 0.0410256 0.289773 0.105263 0.190083 0.170901 0 
0.212389 0.148736 0.156045 0.130766 0.0253614 0.336469 0.387446 0.235502 0.276914 0.320463 0.369914 0.377491 0.200662 0 0.0643996 0.13047 0.178323 0.235844 0.245529 0.389234 0.545215 0.692261 0.70817 0.756377 0.922336 1 0.997794 0.824722 0.698864 0.69543 0.698747 0.511907 0.221254 0.0802332 0.0565613 0.028629 0.133501 0.149735 0.103099 0.0797386 0.0152866 0.160073 0.200698 0.199433 0.187518 0.13508 0.227816 0.285714 0.246845 0.292121 0.0418327 0.11127 0.106494 0.339181 0.0680272 0.0794872 0.0880682 0.173913 0.0964187 0.0969977 1 
0.129794 0.0715817 0.0906702 0.0577746 0.100431 0.158022 0.146916 0.231092 0.347697 0.432003 0.637601 0.733148 0.605873 0.326596 0.284683 0.3793 0.421822 0.365403 0.378077 0.465539 0.712374 0.937123 1 0.982686 0.993033 0.907589 0.814791 0.686805 0.445617 0.284223 0.222343 0.39991 0.386118 0.32814 0.124987 0.185786 0.312377 0.310284 0.559983 0.586928 0.332484 0.0478632 0.404888 0.436357 0.587148 0.49904 0.374683 0.257263 0.302877 0.323636 0.124502 0.0456491 0.34026 0.371345 0.376417 0.328205 0.303977 0.272311 0.311295 0.143187 1 
0.0678466 0.191599 0.0900131 0.15573 0.255643 0.246439 0.425595 0.455127 0.442174 0.403689 0.399121 0.4682 0.327048 0.166443 0.115659 0.195196 0.247332 0.301195 0.194614 0.0646404 0.00674536 0.104488 0.283565 0.421883 0.56291 0.760436 0.92142 0.932997 0.933847 1 0.961962 0.906987 0.748504 0.723688 0.748287 0.797379 0.800569 0.579391 0.459625 0.514488 0.460915 0.475946 0.625501 0.692991 0.637617 0.366703 0.279066 0.407008 0.475013 0.316364 0.0786853 0.222539 0.298701 0.30117 0.0340136 0.238462 0.196023 0.130435 0.0440771 0.0692841 1 
0.175516 0.343763 0.161629 0.0442225 0.420238 1 1 0.777949 0.496668 0.298012 0.335177 0.43772 0.777026 0.685057 0.79366 0.711378 0.327738 0.169662 0.229539 0.389876 0.50253 0.334322 0.0918724 0.534167 0.624795 0.74799 0.667822 0.795698 0.804485 0.819964 0.79673 0.521793 0.0982884 0.2708 0.497187 0.474496 0.109884 0.199231 0.254902 0.404793 0.297973 0.134188 0.220484 0.16671 0.129229 0.109709 0.10268 0.0592992 0.0575467 0.18303 0.0846614 0.242511 0.176623 0.201754 0.0725624 0.287179 0.0852273 0.0823799 0.220386 0.108545 0 
0.183628 0.0278611 0.107424 0.17475 0.247527 0.183015 0.374459 0.247189 0.0559751 0.118976 0.119524 0.0885111 0.0767238 0.174796 0.261009 0.410035 0.4871 0.658286 0.781401 0.826734 0.869203 0.940906 1 0.992931 0.956455 0.850975 0.707427 0.567826 0.489042 0.455204 0.392044 0.22905 0.135567 0.239534 0.337015 0.371169 0.279685 0.200478 0.294856 0.374401 0.391546 0.535653 0.421699 0.252899 0.122832 0.231487 0.360558 0.36448 0.317012 0.391515 0.251992 0.293866 0.667532 0.488304 0.0702948 0.164103 0.335227 0.169336 0.212121 0.138568 1 
0.128319 0.129447 0.0597898 0.134094 0.00329698 0.184628 0.380682 0.307828 0.253813 0.344487 0.328654 0.509086 0.535771 0.247396 0.269335 0.40922 0.687908 0.556675 0.182201 0.211366 0.733664 0.720172 0.299883 0.264829 0.595594 0.548078 0.471268 0.857555 0.831473 0.369767 0.194659 0.15064 0.00315027 0.14584 0.288125 0.12994 0.137109 0.174483 0.0382669 0.00925926 0.148002 0.186447 0.236648 0.242979 0.143304 0.0909216 0.0331402 0.120994 0.0545179 0.173333 0.0906375 0.042796 0.236364 0.385965 0.417234 0.348718 0.272727 0.203661 0.140496 0.159353 0 
0.0752212 0.0270039 0.086728 0.124822 0.215065 0.313088 0.417749 0.412789 0.338516 0.294008 0.126329 0.0759086 0.373974 0.35939 0.507774 0.654386 0.696508 0.743584 0.827162 0.849422 0.959422 0.983437 0.862774 0.631493 0.49457 0.492786 0.677907 0.844277 0.818689 0.569831 0.268992 0.264435 0.252861 0.178166 0.125089 0.0882056 0.0587142 0.0471041 0.0551339 0.155773 0.226752 0.264835 0.133842 0.221721 0.28675 0.245063 0.201376 0.119197 0.153963 0.101818 0.0388446 0.064194 0.0623377 0.0292398 0.015873 0.0641026 0.0482955 0.135011 0.0688705 0.106236 1 
0 0.0771539 0.0900131 0.0325725 0.113619 0.192153 0.262987 0.015215 0.161854 0.194909 0.259322 0.342761 0.312365 0.109415 0.00611897 0.182068 0.345664 0.44374 0.517989 0.599743 0.728078 0.821797 0.852601 0.836082 0.892316 0.993942 1 0.963874 0.872869 0.601257 0.185504 0.285441 0.332668 0.508744 0.77938 0.935585 0.857643 0.605594 0.436643 0.314488 0.267979 0.266789 0.406181 0.475779 0.42451 0.305266 0.153749 0.107517 0.145886 0.147879 0.0448207 0.142653 0.181818 0.230994 0.0680272 0.0641026 0.0284091 0.0160183 0.0853994 0.0946882 1 
0.0626844 0.0805829 0.0459921 0.102473 0.19579 0.243752 0.431277 0.444542 0.388124 0.411411 0.418687 0.487837 0.542248 0.508198 0.694352 0.845308 1 0.924987 0.843257 0.787029 0.804174 0.879869 0.714104 0.601168 0.708914 0.830158 0.6133 0.465624 0.623681 0.696602 0.601962 0.430353 0.381077 0.400636 0.154137 0.191028 0.220752 0.0994073 0.127767 0.330501 0.186219 0.243956 0.16449 0.145452 0.276656 0.301015 0.349511 0.448637 0.390207 0.237576 0.121514 0.174037 0.176623 0.195906 0.156463 0.14359 0.21875 0.0366133 0.143251 0.0300231 0 
0.109882 0.266181 0.237516 0.130766 0.0420999 0.254233 0.353084 0.129879 0.214275 0.0953811 0.212959 0.358294 0.230891 0.0789935 0.195506 0.31264 0.352191 0.229714 0.335157 0.305223 0.536889 0.512422 0.519869 0.687942 0.62623 0.642802 0.842315 0.796727 0.651278 0.849899 0.672807 0.55774 0.277329 0.376365 0.26368 0.0801411 0.324513 0.400749 0.150748 0.394989 0.494152 0.190232 0.322514 0.412523 0.322007 0.157159 0.0862007 0.28242 0.415952 0.207273 0.243028 0.356633 0.358442 0.631579 0.410431 0.464103 0.303977 0.208238 0.212121 0.244804 1 
0.137168 0.17874 0.17707 0.172373 0.140249 0.206665 0.316017 0.584785 0.167481 0.023738 0.278179 0.348623 0.2283 0.354336 0.4516 0.548646 0.44213 0.355532 0.310961 0.215004 0.198461 0.092833 0.21119 0.505071 0.362602 0.348166 0.511818 0.497324 0.446429 0.388303 0.369155 0.397102 0.439357 0.398728 0.201596 0.175 0.0734747 0.17937 0.303816 0.389978 0.295541 0.360684 0.331437 0.248261 0.293148 0.240126 0.1523 0.309973 0.323574 0.185455 0.0806773 0.261056 0.45974 0.438596 0.643991 0.220513 0.678977 0.505721 0.520661 0.207852 1 
0.108407 0.105872 0.0811432 0.0779838 0.146589 0.0994356 0.276786 0.293936 0.0774471 0.174603 0.37998 0.662075 0.790701 0.558626 0.640987 0.745471 0.89628 1 0.967389 0.896404 0.756008 0.693078 0.644379 0.586518 0.355635 0 0 0.0609304 0.0909091 0.11729 0.303215 0.472703 0.363541 0.512772 0.471515 0.345867 0.215176 0.37912 0.348408 0.151743 0.044586 0.163492 0.200698 0.04857 0.090418 0.0607515 0.0478088 0.0667865 0.0943968 0.0933333 0.136454 0.0898716 0.2 0.649123 0.435374 0.179487 0.0909091 0.221968 0.129477 0.0300231 1 
0.0545723 0.114874 0.076544 0.0425583 0.0398174 0.199678 0.393669 0.257773 0.221235 0.286858 0.384801 0.418816 0.36836 0.234506 0.184472 0.131284 0.114807 0.213403 0.290869 0.323523 0.299642 0.294551 0.355092 0.516443 0.63207 0.747439 0.869104 1 0.980317 0.677107 0.489482 0.518535 0.512654 0.384738 0.166206 0.107762 0.133282 0.0964958 0.127767 0.273856 0.317661 0.544078 0.489461 0.163489 0.207421 0.149753 0.268924 0.414795 0.361434 0.213333 0.198207 0.125535 0.254545 0.24269 0.0430839 0.102564 0.0511364 0.15103 0.162534 0.0277136 1 
0.217552 0.092156 0.137319 0.0316215 0.227492 0.463585 0.290314 0.363175 0.404117 0.617618 0.699419 0.787661 0.747805 0.389296 0.222088 0.165072 0.201844 0.243636 0.496003 0.668022 0.810497 0.875268 0.745682 0.755763 0.708197 0.701289 0.86196 0.949465 0.832386 0.545116 0.422997 0.436419 0.395149 0.31203 0.108827 0.140827 0.187076 0.209733 0.50622 0.550218 0.130979 0.287057 0.441614 0.578974 0.657378 0.27441 0.140348 0.368973 0.395255 0.107879 0.248008 0.279601 0.14026 0.125731 0.165533 0.0846154 0.0340909 0.121281 0.181818 0.110855 1 
0.101032 0.0411487 0.0321945 0.0487399 0.00760842 0.0776673 0.222944 0.189636 0.129424 0.198913 0.229973 0.275352 0.297251 0.237187 0.167519 0.189395 0.226816 0.316052 0.371555 0.417059 0.528352 0.590124 0.560665 0.704334 0.94877 0.98436 1 0.956566 0.862216 0.694045 0.589755 0.440238 0.254122 0.162374 0.0559476 0.223488 0.230483 0.282625 0.310036 0.229085 0.0591778 0.245177 0.233803 0.209224 0.159227 0.111766 0.202282 0.284516 0.207976 0.145455 0.0478088 0.0584879 0.0935065 0.0760234 0.015873 0.107692 0.0965909 0.0183066 0.0909091 0.0623557 0 
0.165192 0.0784398 0.14816 0.0908226 0.149632 0.171997 0.364448 0.230209 0.19384 0.180609 0.0920176 0.00337046 0.18929 0.265855 0.572976 0.825972 0.862087 0.805818 0.899537 0.897902 1 0.997546 0.986436 0.975515 0.898463 0.9696 0.965858 0.756381 0.435268 0.341856 0.46267 0.404741 0.304946 0.313725 0.204459 0.0658266 0.255959 0.156494 0.0359477 0.102941 0.0386798 0.0297924 0.115479 0.187967 0.191641 0.0536204 0.0988772 0.140461 0.101464 0.115152 0.154382 0.118402 0.379221 0.204678 0.0272109 0.189744 0.119318 0.0526316 0.0964187 0.0415704 0 
